# Fuel consumption dataset for FAST project
# Sources: US DOE fueleconomy.gov | EEA COPERT methodology | Natural Resources Canada fuel consumption guide
distance_km,avg_speed_kmh,vehicle_type,vehicle_mileage_kmpl,temperature_c,wind_speed_kmh,precipitation_mm,road_type,num_stops_per_km,fuel_consumed_litres
317.0,38.7,suv,11.0,10.2,39.0,3.9,urban,2.4,63.288
182.7,73.6,car,15.0,11.2,46.0,5.3,mixed,2.43,22.721
57.1,40.7,car,16.9,44.5,37.8,0.7,urban,3.36,8.57
164.8,100.4,truck,5.9,1.7,33.7,3.1,highway,0.28,45.489
88.6,28.9,car,12.4,33.0,23.3,0.1,urban,4.29,18.182
471.1,111.5,truck,3.6,41.8,30.3,0.2,highway,0.24,223.286
163.4,38.1,truck,5.8,20.6,4.7,3.8,urban,4.37,62.129
170.3,84.1,car,15.4,-4.9,44.2,0.1,highway,0.3,15.517
420.7,112.0,bike,51.9,13.8,27.2,2.6,highway,0.43,14.345
325.6,72.5,bike,49.6,0.6,2.0,5.5,highway,0.37,8.424
356.5,36.2,bike,55.4,15.8,46.0,1.4,urban,3.31,18.304
319.8,88.5,bike,50.8,34.5,24.5,0.1,highway,0.47,8.141
473.4,30.7,suv,11.0,16.9,43.4,3.8,urban,4.23,115.57
107.5,42.7,bike,50.2,16.6,42.8,8.0,urban,3.74,6.041
494.6,39.8,car,14.8,22.8,40.8,3.8,urban,3.16,78.594
416.3,40.3,suv,10.1,24.1,3.1,2.6,urban,2.51,79.578
296.5,56.7,bike,53.7,37.8,12.4,0.8,mixed,1.67,9.898
332.9,96.4,suv,11.1,10.4,43.8,0.0,highway,0.49,44.762
326.2,16.1,car,20.0,36.1,44.9,3.6,urban,3.27,57.526
33.9,85.6,bike,54.7,23.3,22.9,0.8,highway,0.34,0.778
112.9,98.7,suv,14.0,10.0,22.0,5.9,highway,0.31,11.872
480.9,23.9,suv,14.4,9.8,8.8,1.9,urban,3.99,113.199
269.5,19.5,truck,5.2,13.1,48.4,2.3,urban,4.56,156.859
192.3,74.3,suv,10.2,26.1,10.7,4.2,mixed,2.32,30.155
382.2,40.1,suv,12.1,6.5,9.5,4.5,urban,3.47,76.716
264.6,36.8,car,15.7,41.0,33.0,3.1,mixed,1.02,29.125
11.5,92.6,car,18.0,23.7,12.1,8.4,highway,0.4,0.856
369.4,117.9,suv,12.9,41.0,46.9,12.1,highway,0.21,59.299
367.4,83.0,suv,12.8,-2.7,0.5,8.8,highway,0.33,38.641
86.7,104.1,truck,4.9,12.1,0.3,5.2,highway,0.14,26.32
478.5,40.0,car,13.7,-3.9,25.2,3.7,urban,2.27,73.948
115.8,17.6,car,16.3,8.6,24.4,3.3,urban,4.88,25.049
231.6,113.6,suv,9.0,38.1,8.2,0.3,highway,0.38,44.163
61.8,53.6,car,20.9,-3.2,24.7,1.0,mixed,0.89,4.884
303.6,56.7,truck,4.7,16.8,20.6,0.0,mixed,2.07,89.954
190.8,100.0,truck,3.8,0.9,44.5,0.4,highway,0.3,84.791
179.8,77.8,car,12.3,15.8,0.5,1.7,highway,0.23,16.077
414.4,96.8,suv,12.5,36.9,48.8,0.5,highway,0.28,47.686
9.7,81.5,suv,12.5,26.2,31.2,7.0,highway,0.44,0.966
400.0,107.2,bike,40.2,31.8,7.6,4.9,highway,0.37,15.881
287.9,27.9,truck,3.4,12.5,2.3,0.2,urban,4.79,180.409
493.1,90.6,car,16.1,42.2,26.9,0.9,highway,0.18,39.478
296.8,38.7,suv,10.2,30.5,11.7,5.1,urban,3.62,61.79
32.4,74.6,car,18.8,16.1,15.1,4.9,mixed,2.45,3.262
30.1,15.9,truck,6.0,16.3,12.3,8.7,urban,2.63,12.939
442.2,45.7,car,15.6,40.9,32.5,18.0,mixed,1.26,49.929
421.4,80.9,bike,36.5,23.8,27.7,11.2,highway,0.23,12.845
176.2,39.2,truck,7.9,30.3,3.9,1.6,urban,3.53,50.474
310.9,28.1,bike,43.6,15.9,26.3,0.9,urban,3.14,18.752
247.3,102.7,car,18.9,6.2,39.6,4.3,highway,0.12,21.175
483.7,114.0,truck,3.7,31.2,4.1,1.1,highway,0.24,206.12
475.2,33.3,truck,5.4,25.4,44.5,4.9,urban,3.05,191.224
492.0,21.7,car,12.3,20.1,28.9,2.3,urban,3.36,106.46
433.9,33.4,suv,11.5,26.2,47.5,4.7,urban,2.4,85.656
455.2,33.8,car,21.6,5.4,7.4,1.0,urban,2.14,51.814
112.6,37.0,car,15.8,34.7,49.7,2.1,urban,4.33,20.034
416.3,98.7,car,12.4,42.4,32.2,2.5,highway,0.47,50.799
355.9,109.0,suv,8.2,39.6,28.4,8.6,highway,0.4,72.895
481.6,88.3,suv,10.7,11.1,25.8,0.9,highway,0.3,56.706
287.8,118.9,suv,9.1,15.3,1.2,8.3,highway,0.5,58.231
47.2,46.6,suv,8.2,35.4,47.0,4.9,mixed,1.56,9.422
300.7,35.2,bike,52.7,24.8,32.2,3.9,urban,2.68,14.573
344.9,67.2,car,16.6,22.4,4.6,4.6,mixed,1.36,29.809
114.1,104.0,bike,38.7,41.3,1.0,2.8,highway,0.27,4.413
200.1,38.1,car,21.0,21.8,2.5,0.8,urban,2.93,23.67
301.3,92.9,car,13.2,20.7,30.5,0.6,highway,0.48,30.384
190.2,99.7,truck,7.8,-2.9,30.7,6.0,highway,0.41,40.232
190.6,83.4,car,15.1,-1.5,25.0,3.9,highway,0.21,16.801
70.9,61.9,bike,56.7,-4.6,15.3,0.7,mixed,2.22,2.776
470.7,44.9,bike,48.1,40.7,26.6,2.9,urban,2.6,21.824
376.5,41.9,suv,13.8,15.4,25.8,1.8,urban,3.76,70.434
5.6,15.6,suv,14.9,18.4,1.0,0.5,urban,2.19,1.071
384.0,46.7,bike,38.7,37.3,14.1,2.3,mixed,1.6,16.738
371.2,82.6,bike,58.8,25.5,2.7,1.0,highway,0.41,7.727
9.8,117.7,suv,10.7,25.5,45.0,0.3,highway,0.32,1.739
188.0,94.2,bike,41.6,9.8,36.3,1.9,highway,0.32,6.385
305.3,66.7,suv,10.4,36.7,49.8,2.7,mixed,1.65,47.237
229.1,65.7,suv,11.8,3.3,15.1,0.1,mixed,1.58,30.975
390.1,82.2,bike,34.6,-2.3,43.9,1.5,highway,0.31,15.44
215.6,52.8,bike,46.6,4.6,30.2,0.9,mixed,1.98,8.573
81.2,46.5,truck,5.7,8.4,22.7,0.1,mixed,2.09,24.806
488.3,115.7,car,19.6,9.1,11.1,0.4,highway,0.39,46.741
124.8,39.9,car,20.3,28.5,36.9,0.4,urban,3.25,16.39
360.3,25.5,suv,11.1,5.9,45.2,0.6,urban,2.54,84.749
75.9,77.2,truck,4.5,28.8,11.8,4.9,mixed,2.02,23.377
167.9,95.4,truck,4.3,-0.4,8.8,1.7,highway,0.49,55.71
223.8,73.6,suv,9.4,2.4,34.8,0.5,mixed,1.95,40.78
100.2,104.7,car,12.6,20.4,48.8,0.3,highway,0.13,12.239
227.7,53.4,bike,40.3,41.1,37.5,1.1,mixed,2.49,11.336
82.8,41.6,suv,9.9,38.0,14.2,4.8,urban,4.02,19.05
281.7,20.1,car,21.7,43.4,21.0,1.4,urban,2.35,38.35
333.5,36.0,car,17.6,27.5,19.2,0.5,mixed,2.22,41.536
35.9,70.3,truck,4.7,28.8,42.6,1.6,mixed,2.33,11.438
436.2,38.4,bike,47.4,26.3,38.6,2.4,mixed,2.18,20.638
96.6,77.5,car,13.4,26.1,29.4,0.1,highway,0.18,7.904
116.6,20.9,bike,43.3,2.4,13.7,3.0,urban,3.93,9.175
332.4,93.4,car,18.3,22.2,46.9,1.5,highway,0.26,25.565
237.0,37.2,bike,44.7,14.3,32.7,0.0,urban,4.87,17.122
252.2,38.1,bike,42.1,17.1,48.5,3.4,urban,2.99,14.38
68.4,44.1,bike,59.8,21.2,29.0,3.7,urban,4.89,4.028
403.8,38.2,suv,14.2,1.4,41.1,3.0,urban,4.7,95.054
310.4,42.6,suv,12.4,13.0,40.7,1.3,mixed,2.46,52.842
72.0,108.9,car,17.7,-1.8,16.9,2.3,highway,0.21,7.298
190.1,44.6,truck,6.1,44.0,48.2,1.5,urban,4.99,78.34
406.2,25.2,car,14.0,0.9,1.1,3.6,urban,2.76,78.117
286.3,80.9,car,16.0,7.9,38.4,2.6,highway,0.32,22.674
58.8,76.8,truck,3.2,39.6,48.3,0.3,highway,0.13,22.515
189.5,67.8,car,16.8,19.1,16.9,3.1,mixed,2.16,19.513
125.1,45.7,truck,5.7,1.8,32.4,3.5,mixed,1.69,38.427
261.1,50.4,bike,36.8,14.2,28.1,1.4,mixed,1.77,11.754
422.5,60.5,truck,7.8,0.8,38.1,6.3,mixed,2.25,104.521
221.0,84.6,bike,57.3,5.0,43.3,5.6,highway,0.36,5.513
219.5,40.9,truck,6.6,-2.4,30.2,0.6,urban,2.51,70.667
453.1,26.7,car,17.3,16.9,40.8,7.0,urban,4.62,85.851
290.2,30.7,truck,7.3,35.3,15.6,1.7,urban,4.11,101.043
285.3,42.4,bike,33.9,24.3,11.4,3.9,urban,2.26,15.867
134.6,44.2,car,19.9,25.3,21.5,5.0,urban,3.95,19.34
305.8,22.9,truck,3.6,5.0,33.9,2.1,urban,3.96,206.615
290.1,21.4,car,19.9,12.2,9.4,1.5,urban,4.87,55.173
201.4,111.5,suv,9.9,37.3,34.0,7.4,highway,0.34,35.169
495.4,31.9,suv,14.1,-0.6,19.7,0.8,urban,2.74,94.324
441.5,15.4,car,21.4,37.9,39.8,0.9,urban,4.78,86.88
376.0,27.4,suv,9.0,19.2,1.8,1.3,urban,4.8,111.131
271.0,106.9,car,16.6,36.9,33.4,5.9,highway,0.18,25.051
233.7,64.1,truck,7.9,10.9,32.5,8.4,mixed,2.24,52.237
96.5,89.7,bike,44.5,11.9,47.0,0.7,highway,0.48,3.062
156.3,40.1,car,20.6,32.6,35.7,6.0,urban,3.54,20.67
388.1,79.4,truck,5.9,34.2,39.8,0.9,mixed,1.87,103.872
229.6,24.8,truck,4.9,6.5,45.2,10.6,urban,2.54,123.578
441.7,110.2,car,14.9,43.6,33.8,2.7,highway,0.34,52.651
78.2,37.4,suv,9.4,-0.8,14.5,0.0,urban,2.41,17.139
256.6,21.6,car,19.6,-1.6,43.5,0.1,urban,3.41,46.51
325.2,49.2,car,15.9,24.8,37.4,0.5,mixed,1.03,31.249
260.8,39.4,car,17.1,31.1,21.2,0.6,mixed,1.84,29.773
445.2,26.7,car,16.9,43.0,35.5,4.4,urban,4.93,92.979
494.8,38.0,car,17.8,15.2,43.4,0.8,urban,4.98,87.676
62.3,97.1,bike,56.0,-3.7,48.8,10.4,highway,0.11,1.765
69.3,108.3,truck,7.9,25.1,47.6,3.0,highway,0.19,14.504
69.5,28.5,truck,5.0,9.5,16.3,3.5,urban,2.95,29.503
342.2,37.5,suv,13.8,16.6,21.1,0.7,urban,3.27,61.934
189.5,42.1,car,19.6,19.4,5.5,6.7,urban,2.93,23.492
368.0,79.3,car,17.7,-1.8,12.4,3.3,highway,0.29,26.526
205.7,102.7,suv,14.7,19.3,44.1,6.0,highway,0.1,20.898
315.7,16.0,suv,9.4,16.3,18.0,9.4,urban,2.46,90.643
386.1,119.1,car,13.1,30.6,31.0,0.4,highway,0.42,57.407
276.4,61.6,truck,7.3,27.3,33.3,0.3,mixed,1.57,56.842
272.1,117.8,suv,11.1,4.3,39.1,4.9,highway,0.47,50.659
48.7,43.0,truck,7.2,5.3,9.1,6.0,urban,4.75,18.106
208.3,40.2,suv,14.3,7.6,15.2,2.6,mixed,1.26,26.795
275.2,86.1,suv,8.4,3.9,22.4,1.4,highway,0.12,40.688
233.7,37.7,car,20.8,27.9,18.2,3.2,urban,3.96,33.148
450.9,77.9,truck,5.2,44.7,49.1,1.1,highway,0.44,116.146
453.7,21.9,truck,5.6,27.6,41.7,0.8,urban,4.06,228.414
411.8,26.8,bike,48.8,25.3,24.0,2.0,urban,2.96,23.589
190.8,20.1,bike,57.8,15.5,44.0,0.7,urban,2.76,10.411
360.1,29.8,car,12.2,10.6,17.4,2.0,urban,4.87,81.016
200.7,76.6,suv,11.3,40.6,39.3,9.4,mixed,1.73,30.393
120.1,91.3,truck,6.4,43.5,11.2,5.5,highway,0.49,25.225
174.7,100.2,car,19.2,19.8,38.6,8.5,highway,0.16,12.997
40.1,43.0,car,18.9,9.5,22.8,4.9,mixed,1.71,4.102
169.2,43.3,car,13.3,33.5,5.4,1.3,urban,3.27,26.808
233.1,72.6,truck,4.5,1.6,13.7,5.0,mixed,2.29,80.402
478.0,21.3,suv,10.5,33.3,20.1,7.7,urban,3.28,126.75
160.1,60.0,suv,13.6,35.9,37.5,8.8,mixed,1.5,19.194
451.7,25.4,car,14.8,1.2,3.6,3.4,urban,2.07,75.084
118.3,54.8,car,14.1,43.8,33.0,0.7,mixed,1.79,14.748
99.5,65.6,car,21.6,44.3,35.8,0.1,mixed,0.92,7.225
261.9,39.8,bike,30.3,41.8,32.7,0.5,urban,4.04,20.092
337.9,79.5,truck,8.0,19.8,38.0,10.1,highway,0.44,50.6
26.9,79.6,suv,12.7,7.3,8.9,1.9,highway,0.32,2.591
114.4,102.7,truck,7.1,24.1,29.4,5.8,highway,0.46,24.734
230.6,72.7,truck,4.5,16.0,47.1,1.9,highway,0.47,61.173
168.8,85.7,car,12.1,5.3,30.5,3.2,highway,0.1,17.446
357.7,38.2,suv,13.2,16.2,30.6,0.1,urban,3.62,69.111
258.0,19.5,truck,7.2,28.2,36.8,0.9,urban,2.97,99.699
84.4,33.3,suv,13.2,-1.5,16.7,1.7,urban,2.41,15.418
447.8,22.2,car,13.4,11.7,35.0,3.0,urban,4.66,109.446
150.0,82.8,car,19.5,-4.1,45.8,0.6,highway,0.28,10.934
366.9,74.5,bike,53.1,32.5,0.5,4.3,highway,0.34,7.881
391.1,73.9,truck,6.3,27.0,43.5,1.4,highway,0.18,73.436
481.8,32.9,suv,13.4,-1.9,10.9,5.1,urban,4.02,105.208
251.8,117.3,car,20.5,43.2,22.8,0.3,highway,0.49,25.476
309.8,80.9,suv,12.3,-3.9,42.6,3.4,highway,0.21,35.251
170.8,27.5,suv,8.6,24.5,41.2,1.0,urban,3.19,48.144
340.7,58.3,car,16.9,33.8,44.6,4.8,mixed,1.5,33.002
234.4,100.3,bike,32.3,34.4,47.0,1.5,highway,0.32,10.288
221.6,33.0,suv,10.9,-3.3,22.4,3.3,urban,3.12,51.567
428.5,32.0,car,16.1,40.3,32.8,8.2,urban,3.16,69.229
29.8,39.1,suv,8.5,40.9,19.5,0.1,mixed,1.07,5.566
441.6,42.2,car,15.5,23.1,17.5,0.0,mixed,1.54,48.617
426.8,76.7,truck,3.6,19.1,21.6,4.4,highway,0.31,129.834
255.7,84.5,car,20.1,-2.8,37.2,3.1,highway,0.33,17.803
247.7,78.4,car,21.5,23.1,25.1,1.0,mixed,1.79,21.253
184.1,22.7,truck,3.4,15.5,40.7,2.0,urban,3.22,127.652
497.1,27.2,car,21.6,33.6,37.3,0.1,urban,4.04,77.403
60.0,30.0,bike,45.7,15.2,1.0,0.6,urban,2.2,2.939
297.2,31.0,bike,39.0,29.2,31.5,1.7,urban,3.78,19.928
342.4,71.7,suv,8.5,0.1,21.8,5.4,mixed,1.33,61.388
467.5,63.2,suv,11.5,1.6,22.8,2.0,mixed,2.45,75.785
391.2,35.0,suv,13.6,2.0,40.9,2.6,mixed,1.0,59.057
323.7,82.4,car,19.1,-2.7,27.4,6.2,highway,0.23,22.858
62.8,68.6,bike,31.5,22.1,44.3,1.1,mixed,0.95,2.434
190.0,115.1,bike,32.2,34.7,35.6,3.6,highway,0.33,10.754
73.7,89.3,car,16.0,25.5,27.6,5.9,highway,0.16,5.647
441.2,75.9,car,15.0,23.7,37.7,0.7,mixed,2.0,48.433
376.1,106.2,car,14.3,29.0,1.9,1.3,highway,0.38,39.527
380.0,73.0,car,14.8,12.0,1.4,11.7,highway,0.32,28.907
327.9,99.1,truck,7.0,13.1,4.2,12.3,highway,0.25,66.477
256.0,48.4,car,21.3,10.7,21.9,0.8,mixed,1.8,23.382
79.2,20.5,car,16.1,30.6,11.8,0.2,urban,3.18,14.001
168.2,43.2,suv,14.3,3.1,49.2,0.9,urban,3.16,30.755
72.8,75.5,car,15.2,-4.3,27.1,1.5,highway,0.13,5.932
363.8,68.5,suv,11.3,24.8,33.1,1.7,mixed,1.4,48.035
84.3,39.8,truck,4.1,42.1,13.9,2.9,mixed,2.34,36.134
352.5,87.2,truck,6.2,25.5,16.1,6.9,highway,0.38,67.916
347.7,44.6,bike,59.4,34.1,16.8,1.2,urban,4.03,18.413
232.4,97.1,truck,6.0,28.6,34.9,5.7,highway,0.21,52.916
71.9,37.2,car,15.6,19.9,23.7,0.3,mixed,1.02,7.563
160.8,21.6,car,18.5,30.9,25.9,0.1,urban,2.18,24.266
163.4,66.4,car,13.2,36.2,29.6,2.1,mixed,1.5,18.396
351.7,115.8,truck,7.4,6.2,38.4,0.2,highway,0.48,97.351
61.3,65.0,car,17.0,11.8,4.5,1.5,mixed,1.6,5.903
415.4,71.8,car,16.5,6.2,38.8,6.8,mixed,1.74,45.017
381.7,38.4,suv,12.1,17.6,28.2,0.8,urban,3.39,75.178
97.2,73.2,car,18.2,39.3,33.5,3.7,mixed,1.35,8.49
361.0,44.5,bike,32.2,12.3,16.4,1.1,urban,4.62,28.08
335.9,108.3,bike,50.5,13.7,20.5,0.1,highway,0.12,9.932
375.3,32.7,bike,37.3,38.0,11.6,2.4,urban,3.54,26.212
98.5,51.4,car,19.1,20.8,49.0,5.4,mixed,1.04,8.3
83.0,37.0,bike,54.7,21.8,24.9,1.6,urban,4.54,5.222
122.1,101.9,suv,13.6,38.0,49.8,2.9,highway,0.22,14.217
186.1,39.6,car,17.5,19.5,24.5,6.9,urban,3.21,26.205
397.9,91.3,car,17.2,29.1,11.0,4.7,highway,0.44,30.142
370.3,29.5,truck,3.7,-0.7,25.4,0.6,urban,4.22,229.993
463.1,40.1,car,19.8,3.9,2.0,4.0,urban,3.63,66.559
34.0,43.1,suv,9.9,15.2,45.2,2.1,mixed,1.73,6.27
10.7,91.9,car,17.0,19.7,40.9,4.1,highway,0.2,0.783
351.1,26.9,car,14.8,43.3,36.3,2.0,urban,3.56,64.876
143.2,97.9,bike,34.0,43.5,30.5,0.4,highway,0.33,5.975
170.4,83.9,car,18.3,37.6,29.0,2.5,highway,0.31,11.261
275.7,67.5,car,12.5,10.8,49.8,2.0,mixed,1.15,32.65
55.7,65.8,car,19.5,43.2,13.9,2.2,mixed,1.92,5.374
323.1,23.2,bike,39.5,29.5,39.0,6.3,urban,2.46,21.734
165.9,44.7,bike,30.0,14.6,29.1,6.8,mixed,1.49,8.71
318.2,59.8,car,17.1,30.1,48.8,1.8,mixed,1.15,29.172
417.8,62.1,car,12.5,-4.2,41.4,1.8,mixed,1.9,56.166
89.7,114.8,car,14.8,2.3,49.9,2.2,highway,0.31,13.22
465.8,44.1,car,19.1,36.5,29.4,2.2,mixed,2.07,49.487
267.7,36.3,suv,8.4,27.3,10.2,9.0,urban,4.63,74.158
461.8,83.5,bike,55.2,13.2,25.2,3.1,highway,0.45,10.747
107.8,71.7,suv,8.0,20.0,35.6,1.0,highway,0.41,15.086
304.3,35.3,suv,9.7,40.3,38.7,2.3,urban,4.98,89.076
204.9,83.9,bike,52.2,26.6,0.0,3.0,highway,0.11,4.434
388.2,115.5,truck,4.6,14.9,25.3,3.1,highway,0.14,149.009
304.9,102.5,truck,3.5,1.0,11.8,2.6,highway,0.39,132.963
249.8,43.2,bike,40.8,9.7,43.7,0.6,mixed,2.38,13.023
456.9,49.6,car,14.7,43.9,7.6,0.1,mixed,2.29,59.056
191.7,77.8,suv,13.9,16.9,33.3,1.2,highway,0.3,16.386
113.9,77.8,suv,10.2,18.6,13.3,1.7,mixed,1.09,14.289
306.0,61.2,car,19.9,19.9,17.8,0.2,mixed,1.41,25.099
313.9,71.7,car,20.9,39.2,47.0,5.1,mixed,1.29,25.254
222.4,117.0,car,16.3,25.2,12.0,1.3,highway,0.29,23.676
245.9,41.7,car,21.1,29.7,4.8,7.3,urban,4.55,35.663
480.0,56.7,suv,10.6,14.5,3.5,0.5,mixed,2.44,77.974
367.7,30.5,car,21.6,-3.5,25.2,0.2,urban,3.81,60.292
59.7,87.9,car,12.9,41.5,32.1,2.0,highway,0.42,5.972
110.0,23.3,suv,12.8,42.5,16.4,0.6,urban,4.59,28.911
487.9,34.7,bike,44.8,42.5,34.5,8.3,urban,2.85,28.34
364.6,18.6,car,15.9,42.2,3.1,0.0,urban,4.06,73.672
457.9,94.5,suv,12.4,35.8,42.9,1.6,highway,0.26,50.463
155.4,71.4,truck,6.5,29.2,40.8,7.8,highway,0.16,27.023
372.2,57.0,car,12.0,37.2,49.3,1.5,mixed,1.17,45.99
358.4,39.3,car,13.7,25.0,46.8,0.3,mixed,1.43,48.061
150.9,105.9,bike,51.4,1.7,17.8,1.1,highway,0.36,5.107
277.7,58.2,car,18.7,14.6,20.0,2.1,mixed,2.43,28.889
315.6,106.1,car,21.7,43.6,37.3,0.6,highway,0.46,25.577
243.2,27.3,car,19.6,12.6,6.7,1.9,urban,3.37,35.708
414.5,50.7,car,21.5,38.4,15.7,5.4,mixed,2.08,38.903
417.3,72.0,car,19.0,-0.3,5.9,6.2,mixed,1.25,35.971
426.0,64.2,bike,38.9,11.7,22.7,0.2,mixed,1.77,17.809
402.7,103.9,car,13.1,12.5,27.6,0.5,highway,0.42,47.682
246.6,73.0,car,19.8,-2.4,10.6,1.0,mixed,1.61,22.367
193.8,119.6,car,18.4,1.0,1.3,2.7,highway,0.46,22.746
416.5,57.4,bike,31.4,4.7,36.0,1.3,mixed,1.16,19.695
247.6,78.9,truck,4.8,36.9,1.0,5.6,mixed,0.93,60.642
127.0,41.4,car,21.6,-1.8,48.7,3.8,urban,3.32,17.781
256.1,80.2,suv,11.5,9.9,11.1,0.3,highway,0.46,26.907
75.2,41.3,suv,11.0,-4.5,33.2,2.9,mixed,2.49,14.648
347.4,115.9,car,16.6,29.8,21.7,0.4,highway,0.44,38.204
171.3,89.7,bike,36.3,26.0,3.0,0.9,highway,0.14,5.404
134.0,35.9,car,15.7,27.2,23.6,0.6,mixed,2.21,17.782
478.5,26.1,car,15.7,13.7,25.8,0.6,urban,2.68,77.01
389.6,77.3,suv,8.4,5.4,42.7,2.9,mixed,1.77,72.716
394.6,29.3,car,19.7,31.0,36.6,2.5,urban,3.11,56.485
313.7,81.7,bike,42.5,35.6,4.0,0.6,highway,0.27,8.098
420.4,60.4,car,20.2,1.9,10.5,13.9,mixed,1.53,38.992
380.8,35.5,car,20.5,19.3,15.6,1.6,urban,2.61,44.166
301.4,97.0,suv,9.5,7.4,5.8,0.3,highway,0.15,42.452
480.8,36.1,car,18.6,3.4,22.8,0.4,mixed,1.76,58.116
99.8,40.3,car,16.7,31.7,49.2,2.6,urban,3.3,14.853
472.0,38.7,truck,7.4,21.9,25.7,11.6,urban,3.24,137.9
203.7,24.9,suv,9.5,5.8,37.1,2.5,urban,2.11,54.461
266.6,63.9,car,18.8,10.5,34.1,8.9,mixed,1.56,24.604
65.8,45.3,bike,48.2,43.3,42.5,1.8,mixed,1.8,2.716
272.4,42.1,car,15.0,37.4,10.8,1.7,mixed,1.04,28.436
307.5,111.8,car,13.4,39.0,37.7,2.1,highway,0.23,39.491
498.9,75.5,car,18.5,18.0,44.1,3.6,mixed,1.22,41.481
487.7,34.5,car,19.4,26.2,8.6,1.4,urban,2.76,59.439
483.4,26.7,car,15.2,13.8,17.3,6.0,urban,4.43,94.126
177.5,30.0,car,18.4,-1.1,48.5,0.1,urban,4.84,36.363
495.7,49.0,truck,5.0,15.1,39.0,1.7,mixed,1.17,141.209
230.5,80.0,bike,51.4,24.7,14.1,2.1,mixed,1.15,6.698
426.7,72.6,car,14.0,9.4,28.2,2.8,highway,0.13,33.742
112.1,20.1,car,20.9,37.4,20.2,1.0,urban,2.18,15.348
255.4,54.0,truck,4.4,2.6,24.5,1.7,mixed,2.11,93.488
483.2,84.7,bike,41.0,13.4,17.8,2.0,highway,0.35,14.601
473.8,50.4,car,12.6,1.2,14.0,3.5,mixed,1.84,64.325
343.4,27.2,truck,3.6,15.2,33.7,4.5,urban,3.6,206.693
399.9,41.2,truck,5.6,-3.0,38.9,4.0,urban,2.43,151.499
92.3,106.4,suv,9.9,8.6,43.7,1.3,highway,0.36,16.277
362.2,107.4,car,20.4,15.0,7.8,20.0,highway,0.19,27.998
310.9,38.8,car,12.1,18.9,41.1,5.7,mixed,1.22,42.905
50.3,80.5,suv,10.7,22.2,12.7,0.9,highway,0.22,5.233
61.0,47.1,truck,4.7,8.7,21.4,0.7,mixed,1.55,20.261
58.7,20.0,car,12.2,21.2,45.1,1.1,urban,3.76,14.142
363.6,102.0,car,13.2,20.5,22.7,1.8,highway,0.25,37.596
75.1,78.6,car,16.1,10.8,9.9,5.7,highway,0.24,5.35
236.5,43.6,suv,11.5,36.5,8.0,4.5,urban,2.67,42.361
181.7,57.1,car,16.0,22.3,23.6,5.7,mixed,1.21,16.814
277.5,39.9,car,17.3,11.6,38.1,1.0,urban,3.28,40.677
354.7,20.7,car,18.0,42.4,49.9,2.7,urban,3.97,69.707
343.9,95.7,car,12.1,37.3,39.4,1.0,highway,0.37,40.409
260.2,34.7,car,16.6,44.1,43.9,0.3,urban,2.04,36.603
234.8,20.8,bike,58.9,29.6,37.4,3.5,urban,3.56,14.633
201.9,64.9,suv,11.6,13.9,44.8,0.5,mixed,2.18,31.339
431.6,19.0,car,18.8,9.0,3.8,3.3,urban,4.89,87.737
168.8,26.5,car,15.1,28.2,46.5,3.1,urban,3.77,31.538
133.4,116.8,car,19.7,44.0,19.8,5.0,highway,0.42,13.404
372.9,38.6,car,19.7,26.3,46.1,0.5,mixed,1.43,37.299
183.1,94.4,car,17.2,39.1,3.8,4.6,highway,0.33,14.685
424.3,82.9,bike,59.3,11.5,35.8,20.0,highway,0.4,9.931
167.3,31.2,car,13.3,15.3,36.8,5.7,urban,2.97,29.777
352.5,32.2,bike,30.5,40.3,49.8,4.2,urban,2.71,25.326
27.3,42.4,bike,53.1,32.8,38.4,3.3,urban,2.79,1.226
195.9,30.2,truck,7.0,44.1,19.1,1.6,urban,3.51,69.591
174.9,76.4,car,13.2,33.7,27.9,3.9,mixed,1.86,20.822
409.3,109.9,suv,9.9,17.4,18.3,3.9,highway,0.32,65.959
483.7,62.3,car,12.2,21.6,9.8,3.0,mixed,1.93,61.744
233.1,16.7,suv,10.1,40.0,12.4,4.8,urban,4.17,70.671
413.3,27.3,suv,13.4,22.6,11.1,1.8,urban,4.42,91.548
351.3,16.6,car,17.2,7.8,27.4,0.4,urban,2.87,63.527
483.9,103.1,car,15.5,16.8,45.3,2.5,highway,0.38,48.18
406.5,76.2,car,15.7,20.8,45.6,0.9,mixed,2.1,45.911
43.4,31.0,car,12.0,-0.2,2.7,1.5,urban,4.67,10.024
358.1,75.6,truck,4.5,32.2,4.0,0.1,highway,0.27,81.174
270.1,43.0,suv,12.5,0.5,12.3,1.4,urban,3.58,55.539
13.1,45.5,truck,7.9,15.2,12.8,5.0,mixed,1.13,2.441
129.4,20.7,bike,55.4,35.2,4.7,2.3,urban,4.65,8.92
461.3,54.9,suv,8.2,18.4,19.4,0.0,mixed,1.21,73.046
463.4,98.0,truck,7.5,37.1,29.4,1.9,highway,0.41,89.026
400.4,74.2,car,19.8,12.1,28.9,1.0,highway,0.13,22.76
491.0,115.2,bike,53.4,42.9,27.2,1.9,highway,0.43,18.487
404.2,22.5,suv,11.2,5.5,16.9,1.6,urban,3.17,105.276
10.1,104.9,car,16.0,-3.1,35.3,8.1,highway,0.34,1.154
147.5,116.3,suv,10.1,38.6,41.3,0.1,highway,0.14,27.41
